model,image,resolution,detections,average confidence
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-30.jpg,16,48,0.4205850064754486
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-30.jpg,16,34,0.38137418031692505
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-05-00.jpg,16,37,0.4068528413772583
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-05-00.jpg,16,42,0.4470768868923187
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-05-00.jpg,16,36,0.4619643986225128
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-05-00.jpg,16,42,0.38674572110176086
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-05-00.jpg,16,44,0.4150969088077545
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-16-00.jpg,16,33,0.4112451374530792
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-16-00.jpg,16,40,0.4066718518733978
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-16-00.jpg,16,36,0.3899666368961334
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-16-00.jpg,16,36,0.4222680330276489
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-16-00.jpg,16,24,0.4169839322566986
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-18-00.jpg,16,39,0.4064522683620453
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-18-00.jpg,16,43,0.38755905628204346
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-18-00.jpg,16,33,0.44013476371765137
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-18-00.jpg,16,36,0.42396798729896545
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-18-00.jpg,16,26,0.4204787313938141
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-10-00.jpg,16,29,0.4387494623661041
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-10-00.jpg,16,35,0.40230634808540344
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-10-00.jpg,16,28,0.416271835565567
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-10-00.jpg,16,27,0.40139877796173096
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-10-00.jpg,16,35,0.3779991865158081
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-15-00.jpg,16,35,0.4221316874027252
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-15-00.jpg,16,43,0.3862820565700531
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-15-00.jpg,16,39,0.37450841069221497
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-15-00.jpg,16,37,0.3872389495372772
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-15-00.jpg,16,28,0.35138770937919617
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-20-00.jpg,16,29,0.4140116572380066
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-20-00.jpg,16,40,0.3847261667251587
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-20-00.jpg,16,37,0.4002537727355957
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-20-00.jpg,16,34,0.39333292841911316
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-20-00.jpg,16,30,0.3555561602115631
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-11-00.jpg,16,32,0.42791712284088135
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-11-00.jpg,16,38,0.3989464342594147
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-11-00.jpg,16,36,0.41971901059150696
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-11-00.jpg,16,37,0.3684886693954468
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-11-00.jpg,16,29,0.3522670269012451
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-19-00.jpg,16,34,0.3963954746723175
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-19-00.jpg,16,42,0.36509332060813904
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-19-00.jpg,16,33,0.41416749358177185
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-19-00.jpg,16,37,0.3856939375400543
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-19-00.jpg,16,33,0.3624677062034607
extra_large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-00.jpg,16,35,0.4213220775127411
large,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-00.jpg,16,41,0.393595427274704
medium,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-00.jpg,16,46,0.41005071997642517
small,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-00.jpg,16,49,0.4183885157108307
nano,/home/p01e/p01e_git/data/16mp_20240825/home/lachlan/django-camera/media/ext/142/2024-08-25/full/cam1/2024-08-25-16-07-00.jpg,16,32,0.40846267342567444
