Model,Precision,Recall,mAP50,mAP50-95,Fitness,preprocess,inference,loss,postprocess
Model,Precision,Recall,mAP50,mAP50-95,Fitness,preprocess,inference,loss,postprocess
extra_large,0.9626799232933426,0.595099591250385,0.9171214621144815,0.931910938696743,0.6318576244546807,0.32591682826865187,57.419640154468084,0.0005558867601922081,0.24931875984172774
