Model,Precision,Recall,mAP50,mAP50-95,Fitness,preprocess,inference,loss,postprocess
extra_large,0.9615538522382815,0.5943184655854359,0.9180098997334687,0.9280470358031955,0.6310420042507204,0.3279916126726066,57.355929959686776,0.0005367903681526407,0.24792736235915766
