Model,Precision,Recall,mAP50,mAP50-95,Fitness,preprocess,inference,loss,postprocess
extra_large,0.9625368929752689,0.5949810197060933,0.9176252640506156,0.9285894963430545,0.6317366070330108,0.3258463932059662,57.36262813745783,0.0005583765114359589,0.255445290727225
