model,image,resolution,detections,average confidence
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-50.jpg,64,36,0.4002705216407776
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-50.jpg,64,34,0.37167707085609436
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-20.jpg,64,70,0.43246373534202576
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-20.jpg,64,68,0.4320095181465149
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-20.jpg,64,58,0.4197279214859009
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-20.jpg,64,53,0.3992172181606293
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-20.jpg,64,39,0.343593567609787
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-50.jpg,64,66,0.4749082922935486
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-50.jpg,64,72,0.4762563705444336
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-50.jpg,64,48,0.39478549361228943
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-50.jpg,64,53,0.38559284806251526
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-50.jpg,64,40,0.37189146876335144
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-50.jpg,64,46,0.46568623185157776
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-50.jpg,64,57,0.41805723309516907
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-50.jpg,64,40,0.3788166046142578
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-50.jpg,64,27,0.3812873661518097
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-50.jpg,64,11,0.34413325786590576
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-20.jpg,64,81,0.4426720142364502
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-20.jpg,64,71,0.44969406723976135
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-20.jpg,64,67,0.3988712728023529
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-20.jpg,64,45,0.3982076048851013
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-20.jpg,64,37,0.36752280592918396
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-46-50.jpg,64,69,0.4398318827152252
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-46-50.jpg,64,71,0.463103711605072
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-46-50.jpg,64,64,0.4172113537788391
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-46-50.jpg,64,50,0.4256579875946045
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-46-50.jpg,64,32,0.41362494230270386
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-50.jpg,64,71,0.4417356252670288
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-50.jpg,64,70,0.46192774176597595
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-50.jpg,64,58,0.4147895872592926
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-50.jpg,64,45,0.4341784715652466
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-50.jpg,64,35,0.40181082487106323
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-50.jpg,64,64,0.4509861469268799
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-50.jpg,64,79,0.4449964165687561
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-50.jpg,64,62,0.39595165848731995
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-50.jpg,64,52,0.4054613411426544
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-50.jpg,64,38,0.3565700948238373
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-50.jpg,64,70,0.42099031805992126
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-50.jpg,64,57,0.46499887108802795
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-50.jpg,64,40,0.3997041583061218
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-50.jpg,64,28,0.40313974022865295
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-50.jpg,64,22,0.3681612014770508
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-43-50.jpg,64,58,0.45233261585235596
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-43-50.jpg,64,61,0.4338369369506836
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-43-50.jpg,64,36,0.4355257451534271
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-43-50.jpg,64,19,0.395351767539978
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-43-50.jpg,64,15,0.3831413984298706
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-20.jpg,64,67,0.46575507521629333
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-20.jpg,64,68,0.449910044670105
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-20.jpg,64,57,0.39973315596580505
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-20.jpg,64,45,0.3835931718349457
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-51-20.jpg,64,30,0.3628714382648468
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-50.jpg,64,64,0.44107621908187866
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-50.jpg,64,65,0.4578910768032074
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-50.jpg,64,47,0.42779839038848877
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-50.jpg,64,48,0.4353773593902588
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-50.jpg,64,34,0.3828049302101135
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-20.jpg,64,46,0.4546676278114319
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-20.jpg,64,48,0.4681456983089447
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-20.jpg,64,36,0.41676065325737
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-20.jpg,64,23,0.38716936111450195
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-20.jpg,64,10,0.33731457591056824
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-20.jpg,64,71,0.4424217939376831
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-20.jpg,64,62,0.47622475028038025
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-20.jpg,64,61,0.41192325949668884
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-20.jpg,64,56,0.3984849154949188
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-47-20.jpg,64,25,0.367054283618927
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-45-20.jpg,64,65,0.4363856315612793
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-45-20.jpg,64,69,0.4349729120731354
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-45-20.jpg,64,41,0.36786893010139465
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-45-20.jpg,64,27,0.3740452826023102
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-45-20.jpg,64,20,0.3448840379714966
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-20.jpg,64,56,0.46012577414512634
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-20.jpg,64,68,0.44518086314201355
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-20.jpg,64,40,0.37998220324516296
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-20.jpg,64,26,0.3667683005332947
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-44-20.jpg,64,15,0.3506582975387573
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-50.jpg,64,46,0.44870975613594055
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-50.jpg,64,58,0.4202702045440674
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-50.jpg,64,26,0.40280240774154663
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-50.jpg,64,15,0.40651175379753113
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-40-50.jpg,64,10,0.3358529508113861
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-50.jpg,64,62,0.4708403944969177
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-50.jpg,64,82,0.43983545899391174
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-50.jpg,64,69,0.44014179706573486
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-50.jpg,64,58,0.4069229066371918
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-58-50.jpg,64,42,0.37535935640335083
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-50.jpg,64,70,0.4565182328224182
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-50.jpg,64,74,0.45931780338287354
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-50.jpg,64,52,0.4588126242160797
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-50.jpg,64,37,0.4151115417480469
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-50.jpg,64,29,0.35161617398262024
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-20.jpg,64,63,0.47202789783477783
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-20.jpg,64,82,0.4396234154701233
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-20.jpg,64,53,0.4196184277534485
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-20.jpg,64,55,0.39616575837135315
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-20.jpg,64,26,0.39235183596611023
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-20.jpg,64,69,0.4553011357784271
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-20.jpg,64,70,0.4451400637626648
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-20.jpg,64,49,0.4157799482345581
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-20.jpg,64,46,0.39981260895729065
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-20.jpg,64,29,0.385035902261734
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-50.jpg,64,70,0.4481366276741028
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-50.jpg,64,79,0.445806622505188
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-50.jpg,64,65,0.4318021237850189
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-50.jpg,64,46,0.4399426579475403
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-52-50.jpg,64,34,0.3628167510032654
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-50.jpg,64,65,0.4322252571582794
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-50.jpg,64,67,0.4442015588283539
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-50.jpg,64,52,0.4199755787849426
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-50.jpg,64,51,0.417998343706131
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-53-50.jpg,64,31,0.3945544362068176
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-50.jpg,64,73,0.45480629801750183
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-50.jpg,64,67,0.47365403175354004
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-50.jpg,64,67,0.39639589190483093
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-50.jpg,64,42,0.4187116324901581
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-50.jpg,64,33,0.3603121042251587
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-20.jpg,64,68,0.46483415365219116
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-20.jpg,64,77,0.44713541865348816
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-20.jpg,64,61,0.45294249057769775
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-20.jpg,64,45,0.43528714776039124
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-54-20.jpg,64,30,0.36264535784721375
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-20.jpg,64,76,0.45130428671836853
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-20.jpg,64,77,0.4696232080459595
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-20.jpg,64,61,0.42184022068977356
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-20.jpg,64,39,0.404459148645401
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-56-20.jpg,64,35,0.35295191407203674
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-50.jpg,64,64,0.43801188468933105
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-50.jpg,64,60,0.4607883095741272
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-50.jpg,64,53,0.4177343547344208
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-50.jpg,64,50,0.39838388562202454
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-50.jpg,64,33,0.36413049697875977
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-20.jpg,64,85,0.4379720389842987
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-20.jpg,64,77,0.45032358169555664
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-20.jpg,64,65,0.41565030813217163
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-20.jpg,64,47,0.41375914216041565
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-57-20.jpg,64,42,0.35421836376190186
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-20.jpg,64,60,0.44295763969421387
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-20.jpg,64,67,0.44677987694740295
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-20.jpg,64,44,0.41413483023643494
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-20.jpg,64,44,0.40759149193763733
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-49-20.jpg,64,26,0.38077107071876526
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-50.jpg,64,79,0.4539233446121216
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-50.jpg,64,70,0.4673365354537964
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-50.jpg,64,48,0.4419113099575043
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-50.jpg,64,45,0.4359893202781677
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-48-50.jpg,64,28,0.392216295003891
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-20.jpg,64,77,0.4502565562725067
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-20.jpg,64,76,0.4589572250843048
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-20.jpg,64,59,0.40617281198501587
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-20.jpg,64,49,0.3889486789703369
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-55-20.jpg,64,36,0.33695757389068604
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-50.jpg,64,50,0.46976450085639954
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-50.jpg,64,54,0.42139264941215515
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-50.jpg,64,43,0.38354820013046265
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-50.jpg,64,21,0.3841817080974579
